place_id,place_name,category,city_name,legal_dong_name,region_group,road_address,latitude,longitude,phone,website_url,closed_days,opening_hours,parking,has_admission_fee,admission_fee_detail,has_age_limit,age_limit_detail,nursing_room,stroller_rental,space_type,reservation_url,resident_discount,diaper_changing_table,photo_url,description,review_summary
P104,서귀포종합문화예술회관,영화/연극/공연,서귀포시,서홍동,서귀포시,제주특별자치도 서귀포시 태평로 270,33.24633342,126.5507912,064-760-3341,http://culture.seogwipo.go.kr/artcenter/,"1월 1일, 명절",09:00~22:00,무료,TRUE,,FALSE,연령제한 없음,TRUE,FALSE,실내,,,,,,
P105,서귀포천문과학문화관,전시/기념관,서귀포시,하원동,서귀포시,제주특별자치도 서귀포시 1100로 506-1,33.28885198,126.4604137,064-739-9701,https://culture.seogwipo.go.kr/astronomy,월요일,14:00~22:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P106,서담미술관,전시/기념관,제주시,한경면,애월/한림,제주특별자치도 제주시 한경면 저지12길 102,33.33739514,126.2668496,064-759-1014,,월요일,10:00~18:00,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P107,서복전시관,전시/기념관,서귀포시,서귀동,서귀포시,제주특별자치도 서귀포시 칠십리로 156-8,33.24480923,126.5706571,064-760-6361,https://culture.seogwipo.go.kr/seobok/index.htm,연중무휴,09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P108,서프라이즈테마파크,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 2243,33.46517952,126.6596,064-783-7272,http://surprisethemepark.com/,연중무휴,09:00~21:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내/실외,,,,,,
P109,선녀와나무꾼테마공원,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 선교로 267,33.47962079,126.702685,,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내/실외,,,,,,
P110,선녀와나무꾼테마공원추억의테마공원,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 선교로 267,33.47962079,126.702685,,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내/실외,,,,,,
P111,설문대여성문화센터,영화/연극/공연,제주시,연동,제주시,제주특별자치도 제주시 선덕로8길 12,33.48439696,126.5003713,064-710-4202,https://www.jeju.go.kr/swcenter/index.htm,"교육, 전시별 상이","09:00~18:00, 교육 및 공연일정으로 변동 있음.",무료,TRUE,,TRUE,"교육, 전시별 상이",FALSE,FALSE,실내,,,,,,
P114,성산포조가비박물관,전시/기념관,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 시흥하동로 112,33.47759559,126.908296,064-784-8860,http://jogabimuseum.creatorlink.net/,연중무휴,"09:00~18:00, 동절기 17:00",무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P115,성안미술관,전시/기념관,제주시,아라일동,제주시,제주특별자치도 제주시 중앙로 470,33.48110387,126.5416099,0507-1422-9175,http://cafe.daum.net/seongahnart,"월요일, 국경일",10:00~18:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P116,성읍무형문화재전수관,전시/기념관,서귀포시,표선면,성산/표선,제주특별자치도 서귀포시 표선면 성읍정의현로 19,33.38451064,126.8003768,064-710-6793,http://www.jeju.go.kr/seongeup/intro/expert.htm,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P117,세계술박물관,전시/기념관,서귀포시,표선면,성산/표선,제주특별자치도 서귀포시 표선면 한마음초등로 431,33.35397099,126.8175928,064-787-9500,https://worlm.co.kr/,연중무휴,"[6~8월] 09:00~18:30, [7~5월] 09:00~18:00",무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
P118,세계자동차&피아노박물관,전시/기념관,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 중산간서로 1610,33.28294238,126.3490104,064-792-3000,http://worldautopianomuseum.com/,연중무휴,09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
P119,세계자연유산센터,전시/기념관,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 선교로 569-36,33.45691987,126.7147521,064-710-6985,http://www.jeju.go.kr/wnhcenter/index.htm,"첫번째 화요일, 명절",09:00~17:30(매표마감 17:00),무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
P120,세계조가비박물관,전시/기념관,서귀포시,서홍동,서귀포시,제주특별자치도 서귀포시 태평로 284,33.24744266,126.5516295,064-762-5551,http://wsmuseum.smart9.net/,연중무휴,09:30~17:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P121,세이레아트센터,영화/연극/공연,제주시,삼도일동,제주시,제주특별자치도 제주시 서광로 182-6,33.4991288,126.5159769,0507-1400-8911,https://sayreart.modoo.at,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P123,소암기념관,전시/기념관,서귀포시,서귀동,서귀포시,제주특별자치도 서귀포시 소암로 15,33.2451236,126.5674212,064-760-3511,https://ssam.seogwipo.go.kr/,"월요일, 1월 1일, 명절",09:00~18:00(입장 마감시간 17:30),무료,FALSE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
P124,소인국테마파크,관광지,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.29064522,126.3221948,064-793-5400,https://soingook.com/,연중무휴,09:00~17:30,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내/실외,,,,,,
P125,소인국테마파크전시관,전시/기념관,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.29064522,126.3221948,064-793-5400,https://soingook.com/,연중무휴,09:00~17:30,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내/실외,,,,,,
P126,솔트리감성수목원,관광지,제주시,구좌읍,구좌/조천,제주특별자치도 제주시 구좌읍 번영로 2063,33.43508063,126.7419374,064-784-0989,http://jejusoultree.com/,월요일(우천 시 임시휴장일 경우 있으니 전화확인요망),10:00~18:30,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P127,쇼월드,영화/연극/공연,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 2044-42,33.45044128,126.6640002,064-787-2258,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,,,
P128,수목원테마파크아이스뮤지엄,전시/기념관,제주시,연동,제주시,제주특별자치도 제주시 은수길 69,33.47065125,126.4882169,064-742-3700,http://www.visitjeju.net,연중무휴,"평일 09:00~20:00, 주말 09:00~20:00",무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내/실외,,,,,,
P132,수풍석뮤지엄,전시/기념관,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 산록남로762번길 79,33.30140967,126.3881075,,https://waterwindstonemuseum.co.kr,공휴일,"[6월1일-9월15일] 10:00, 16:00, [9월16일-5월31일] 14:00, 15:30",주차 불가,TRUE,,TRUE,초등학생 이상,FALSE,FALSE,실내,,,,,,
P133,숨도,전시/기념관,서귀포시,호근동,서귀포시,제주특별자치도 서귀포시 일주동로 8941,33.25029067,126.5360068,064-739-5588,http://www.seokbujak.com/,연중무휴,08:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P135,스마트그리드홍보관,전시/기념관,제주시,구좌읍,구좌/조천,제주특별자치도 제주시 구좌읍 행원로13길 122,33.5571,126.8131197,1899-2100,,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P136,스토리캐슬 EP.1 더 신데렐라,전시/기념관,서귀포시,색달동,서귀포시,제주특별자치도 서귀포시 중문관광로110번길 32,33.25119657,126.4126391,0507-1415-3019,http://www.islandjoy.co.kr/,"화요일, 수요일",10:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P139,신양섭지해수욕장,관광지,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 신양로122번길 16,33.43559142,126.9219449,064-760-4282,,연중무휴,00:00~24:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P141,신영영화박물관,전시/기념관,서귀포시,남원읍,서귀포시,제주특별자치도 서귀포시 남원읍 태위로 536,33.27515993,126.7082084,064-764-0002,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P142,신재생에너지홍보관,전시/기념관,제주시,구좌읍,구좌/조천,제주특별자치도 제주시 구좌읍 해맞이해안로 712-3,33.55931713,126.8186494,0507-1303-7490,http://www.jejuenergy.or.kr/,"월요일, 명절",09:00~18:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P143,신창풍차해안도로,관광지,제주시,한경면,애월/한림,제주특별자치도 제주시 한경면 한경해안로 565,33.34607941,126.1793416,,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P144,신촌문화의집,영화/연극/공연,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 신촌서5길 63,33.53459513,126.6146264,,,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P146,아르떼뮤지엄,전시/기념관,제주시,애월읍,애월/한림,제주특별자치도 제주시 애월읍 어림비로 478,33.39669804,126.3449759,1899-5008,https://artemuseum.com/JEJU,연중무휴,10:00~20:00 (입장마감: 19:00),무료,TRUE,,FALSE,연령제한 없음,TRUE,TRUE,실내,,,,,,
P147,아쿠아플라넷,관광지,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 섭지코지로 95,33.43297686,126.9277955,1833-7001,www.aquaplanet.co.kr/jeju,연중무휴,09:30-19:00,무료/유료 주차,TRUE,,FALSE,연령제한 없음,TRUE,TRUE,실외,,,,,,
P148,아트파우제,전시/기념관,서귀포시,토평동,서귀포시,제주특별자치도 서귀포시 인정오름로86번길 2,33.28720676,126.5783443,02-518-2123,http://www.warema.kr,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P149,아프리카박물관,전시/기념관,서귀포시,대포동,서귀포시,제주특별자치도 서귀포시 이어도로 49,33.23997655,126.4288137,064-738-6565,,연중무휴,10:00~19:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P152,야구인의마을,관광지,서귀포시,색달동,서귀포시,제주특별자치도 서귀포시 색달중앙로252번길 49,33.28118337,126.4150915,064-738-8301,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,,,
P153,어리목,관광지,제주시,해안동,제주시,제주특별자치도 제주시 1100로 2070-61,33.39268683,126.4948405,064-713-9950,http://www.jeju.go.kr/hallasan/index.htm,,,유료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P155,에코랜드테마파크,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 번영로 1278-169,33.45534851,126.6688528,,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내/실외,,,,,,
P156,에코피아테마파크,관광지,제주시,애월읍,애월/한림,제주특별자치도 제주시 애월읍 평화로 2157,33.41314039,126.3927855,,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,,,
P157,여미지식물원,관광지,서귀포시,색달동,서귀포시,제주특별자치도 서귀포시 중문관광로 93,33.25444584,126.4144959,064-735-1100,http://www.yeomiji.or.kr/main/main.jsp,연중무휴,09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실외,,,,,,
P158,연갤러리,전시/기념관,제주시,이도이동,제주시,제주특별자치도 제주시 연북로 583,33.48834443,126.5409845,064-757-4477,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P159,예나르제주공예박물관,전시/기념관,제주시,한경면,애월/한림,제주특별자치도 제주시 한경면 저지14길 36,33.34002436,126.2669212,064-772-4280,http://jejucraftmuseum.com/,"월요일, 1월 1일, 명절",10:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P160,예술곶산양,전시/기념관,제주시,한경면,애월/한림,제주특별자치도 제주시 한경면 중산간서로 3181,33.29529818,126.2335382,070-8990-8200,http://sanyang.or.kr,"일요일, 월요일, 공휴일, 4/25 재단 개원일",10:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P162,오로라정원,관광지,제주시,한림읍,애월/한림,제주특별자치도 제주시 한림읍 금능남로 348,33.35940907,126.2485565,,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,,,
P163,오백년이야기,전시/기념관,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 난고로 336-20,33.4171099,126.8851345,064-782-1233,,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P164,오백장군갤러리,전시/기념관,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 2023,33.45136457,126.656711,064-710-7733,https://www.jeju.go.kr/jejustonepark/view/course1/500.htm,"월요일, 1월 1일, 명절 당일",09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
P165,오설록티뮤지엄,전시/기념관,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 신화역사로 15,33.30592403,126.2894922,064-794-5312,https://www.osulloc.com/kr/ko/museum,연중무휴,09:00~19:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P166,오션아레나,영화/연극/공연,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 섭지코지로 95,33.43297686,126.9277955,1833-7001,https://m.aquaplanet.co.kr/jeju/index.do,연중무휴,09:30~19:00,무료/유료 주차,TRUE,,FALSE,연령제한 없음,TRUE,TRUE,실내,,,,,,
P167,왈종미술관,전시/기념관,서귀포시,동홍동,서귀포시,제주특별자치도 서귀포시 칠십리로214번길 30,33.24530212,126.5736629,064-763-3600,http://walartmuseum.or.kr/,월요일,10:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P169,용담1동청소년문화의집,영화/연극/공연,제주시,용담일동,제주시,제주특별자치도 제주시 서문로 37-10,33.51162976,126.5150887,064-728-7583,,월요일,09:00~20:00,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P170,용두암공원용두암,관광지,제주시,용담이동,제주시,제주특별자치도 제주시 서해안로 687-1,33.51584086,126.512071,,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500469,연중무휴,00:00~24:00,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P173,용머리하멜상선전시관,전시/기념관,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30,33.23342738,126.3136956,064-794-2940,,연중무휴,"하절기 08:00~18:00, 동절기 08:00~17:00",주차 불가,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P178,우녀천,관광지,제주시,이도이동,제주시,제주특별자치도 제주시 청귤로1길 4-1,33.4996669,126.537078,,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P179,우도박물관,전시/기념관,제주시,우도면,제주시,제주특별자치도 제주시 우도면 우도로 163,33.50797991,126.9537438,,,주말,09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P181,우도봉수대,관광지,제주시,우도면,제주시,제주특별자치도 제주시 우도면 우도해안길 602,33.52442071,126.9525466,,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P182,우도팔경유람선,관광지,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 성산등용로 130-19,33.47291138,126.9337831,064-784-6161,,"연중무휴(단,호우주의보 경보시 휴항)",,주차 불가,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P183,웅지승마센터,관광지,제주시,애월읍,애월/한림,제주특별자치도 제주시 애월읍 산록서로 81,33.39092224,126.3797017,064-799-4478,,연중무휴,"체험장 10:00~18:00, 실내승마장 09:00~18:00",무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,,,
P185,월정아트센터,전시/기념관,제주시,구좌읍,구좌/조천,제주특별자치도 제주시 구좌읍 해맞이해안로 486,33.55472352,126.798871,0507-1375-9050,,연중무휴,09:00~18:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P186,윈드1947카트테마파크,관광지,서귀포시,토평동,서귀포시,제주특별자치도 서귀포시 토평공단로 78-27,33.2895183,126.5888282,064-733-3500,http://www.wind1947.com,,,무료,TRUE,,TRUE,카트는 36개월 이상 가능,FALSE,FALSE,실내/실외,,,,,,
P188,이기풍선교기념센터,전시/기념관,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 2125,33.45647364,126.6598008,064-782-6969,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P189,이중섭미술관,전시/기념관,서귀포시,서귀동,서귀포시,제주특별자치도 서귀포시 이중섭로 27-3,33.24586163,126.5648746,064-760-3567,https://culture.seogwipo.go.kr/jslee/index.htm,"월요일, 명절",09:30~17:30,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P190,이중섭전시관,전시/기념관,서귀포시,서귀동,서귀포시,제주특별자치도 서귀포시 이중섭로 27-3,33.24586163,126.5648746,064-760-3567,https://culture.seogwipo.go.kr/jslee/intro/information.htm,"월요일, 1월 1일, 명절",09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P192,일도1동문화의집,영화/연극/공연,제주시,일도일동,제주시,제주특별자치도 제주시 성지로 71,33.51166674,126.5307554,064-759-0396,http://www.culturehouse.kr/%ec%a0%84%ea%b5%ad-%eb%ac%b8%ed%99%94%ec%9d%98%ec%a7%91-%ed%98%84%ed%99%a9/,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P193,일출랜드,관광지,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.38499937,126.8398599,064-784-2080,http://www.ilchulland.com/,연중무휴,09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,TRUE,TRUE,실내/실외,,,,,,
P194,일출랜드식물원,관광지,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.38499937,126.8398599,064-784-2080,,연중무휴,09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,TRUE,TRUE,실내/실외,,,,,,
P196,절물자연휴양림,관광지,제주시,봉개동,제주시,제주특별자치도 제주시 명림로 584,33.44004881,126.6252034,064-728-1510,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030053,연중무휴,"07:00~18:00, [숙박시설] 입실 15:00, 퇴실 11:00",유료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실외,,,,,,
P197,절물자연휴양림녹차밭,관광지,제주시,봉개동,제주시,제주특별자치도 제주시 명림로 584,33.44004881,126.6252034,,,,,유료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실외,,,,,,
P198,정석항공관,전시/기념관,서귀포시,표선면,성산/표선,제주특별자치도 서귀포시 표선면 녹산로 554,33.39314707,126.7231666,064-783-9811,,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P199,제이엔씨어터,영화/연극/공연,제주시,일도일동,제주시,제주특별자치도 제주시 중앙로5길 6,33.5152281,126.5253343,,,,,무료/유료 주차,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P200,제주 스카이워터쇼,영화/연극/공연,제주시,구좌읍,구좌/조천,제주특별자치도 제주시 구좌읍 번영로 2172-80,33.42410501,126.7430498,064-782-7870,http://www.skywatershow.co.kr/,연중무휴,09:30~14:30,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P201,제주4.3평화공원제주4.3평화기념관,전시/기념관,제주시,봉개동,제주시,제주특별자치도 제주시 명림로 430,33.44982559,126.6177477,064-723-4344,http://jeju43peace.or.kr/,"첫째, 셋째 월요일",09:00~17:30 (입장 마감시간 16:30),무료,FALSE,,FALSE,연령제한 없음,TRUE,TRUE,실외,,,,,,
P202,제주공룡동물농장,전시/기념관,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 난산로 293,33.40661155,126.8450642,064-784-8338,http://www.restmuseum.kr/,"화요일, 목요일",10:30~17:30,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,,,
P203,제주공룡랜드,관광지,제주시,애월읍,애월/한림,제주특별자치도 제주시 애월읍 광령평화2길 1,33.44277602,126.4323607,,,,,무료,TRUE,,FALSE,연령제한 없음,TRUE,TRUE,실내/실외,,,,,,
P204,제주교래자연휴양림,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 2023,33.45136457,126.656711,064-710-7475,,연중무휴,"07:00~16:00 하절기, 07:00~15:00 동절기, [야영장] 입실 14:00, 퇴실 12:00",무료/유료 주차,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P205,제주교육박물관,전시/기념관,제주시,이도이동,제주시,제주특별자치도 제주시 오복4길 25,33.49438578,126.5383018,064-720-9114,https://www.jjemuseum.go.kr/,"1월 1일, 명절, 월요일, 임시 공휴일",09:00~18:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
P206,제주국제예술센터,전시/기념관,서귀포시,대정읍,안덕/대정,제주특별자치도 서귀포시 대정읍 서삼중로 117,33.27204093,126.1995839,064-792-3387,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000019003,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P207,제주국제평화센터,전시/기념관,서귀포시,중문동,서귀포시,제주특별자치도 서귀포시 중문관광로 227-24,33.24438838,126.4220223,064-735-6550,https://www.ipcjeju.com/,"둘째 넷째주 월요일, 1월 1일, 명절 전날과 당일","하절기 09:00~18:00, 동절기 09:00~17:00",무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
P208,제주기후변화홍보관,전시/기념관,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-34,33.2332903,126.3130527,064-722-9506,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P209,제주난타,영화/연극/공연,제주시,오등동,제주시,제주특별자치도 제주시 선돌목동길 56-26,33.44582735,126.5479104,064-723-8878,,예약제,10:00~18:30,무료,TRUE,,TRUE,12개월 이상,FALSE,FALSE,실내,,,,,,
P210,제주다원,관광지,서귀포시,색달동,서귀포시,제주특별자치도 서귀포시 산록남로 1258,33.2937132,126.4224688,064-738-4433,,연중무휴,09:00~19:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P211,제주담스튜디오갤러리,전시/기념관,서귀포시,토평동,서귀포시,제주특별자치도 서귀포시 토평로50번길 22,33.26835525,126.5897671,064-904-1354,,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,,,
P212,제주도립김창열미술관,전시/기념관,제주시,한림읍,애월/한림,제주특별자치도 제주시 한림읍 용금로 883-5,33.33907132,126.2686717,064-710-4150,http://kimtschang-yeul.jeju.go.kr/,"월요일, 1월 1일, 명절",09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
P213,제주도립미술관,전시/기념관,제주시,연동,제주시,제주특별자치도 제주시 1100로 2894-78,33.45255002,126.4896861,064-710-4300,https://www.jeju.go.kr/jmoa/index.htm,"월요일, 1월 1일, 명절","09:00~18:00, [7~9월] 09:00~20:00",무료,TRUE,,TRUE,7세 이하는 보호자 동반,TRUE,FALSE,실내,,,,,,
P214,제주도세계지질공원,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 선교로 569-36,33.45691987,126.7147521,,,,,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P215,제주돌문화공원,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 2023,33.45136457,126.656711,064-710-7743,http://www.jeju.go.kr/jejustonepark/index.htm,"월요일, 1월 1일, 명절 당일",09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실외,,,,,,
P216,제주돌문화공원제주돌박물관,전시/기념관,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 2023,33.45136457,126.656711,064-710-7733,http://www.jeju.go.kr/jejustonepark/index.htm,"월요일, 1월 1일, 명절 당일",09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P218,제주드림랜드승마카트클럽,관광지,제주시,애월읍,애월/한림,제주특별자치도 제주시 애월읍 평화로 1529,33.36155908,126.3636535,,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,,,
P219,제주러브랜드,관광지,제주시,연동,제주시,제주특별자치도 제주시 1100로 2894-72,33.45211112,126.488483,064-712-6988,http://www.jejuloveland.com/,연중무휴,09:00~22:00,무료,TRUE,,TRUE,미성년자 출입불가,FALSE,FALSE,실내/실외,,,,,,
P220,제주루나폴,관광지,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 일주서로 1836,33.2541298,126.3222874,0507-1326-9680,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P221,제주문예회관,영화/연극/공연,제주시,일도이동,제주시,제주특별자치도 제주시 동광로 69,33.50444397,126.5351724,064-710-7632,http://www.jeju.go.kr/jejuculture/index.htm,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,,,
P222,제주문학관,전시/기념관,제주시,도남동,제주시,제주특별자치도 제주시 연북로 339,33.48135504,126.5178457,064-710-3490,https://jeju.go.kr/liter/index.htm,"월요일, 1월 1일, 명절",09:00~18:00,무료,FALSE,,FALSE,연령제한 없음,TRUE,FALSE,실내,,,,,,
P224,제주민속관광타운,관광지,제주시,일도이동,제주시,제주특별자치도 제주시 신산로 82,33.50548585,126.5347396,064-755-5959,http://www.jejuhondy.com/CS/TourInfo/detail.aspx?cid=145,연중무휴,09:00~18:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,,,
P225,제주민속자연사박물관,전시/기념관,제주시,일도이동,제주시,제주특별자치도 제주시 삼성로 40,33.50563037,126.5317241,064-710-7708,http://www.jeju.go.kr/museum/index.htm,"월요일, 1월 1일, 명절 당일과 다음날, 훈증 소독기간(별도 공지)",09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,TRUE,TRUE,실내,,,,,,
P226,제주민속촌,전시/기념관,서귀포시,표선면,성산/표선,제주특별자치도 서귀포시 표선면 민속해안로 631-34,33.32128714,126.8430882,064-787-4501,https://jejufolk.com/index.php,연중무휴,08:30~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,,,
